epoch;loss
0;1.2297190427780151
1;0.6108877658843994
2;0.6142143607139587
3;0.607567310333252
4;0.6094513535499573
5;0.6127870678901672
6;0.6088401675224304
7;0.6088750958442688
8;0.6176475286483765
9;0.6065964102745056
0;0.6624972820281982
1;0.6091736555099487
2;0.6091926097869873
3;0.6170040965080261
4;0.6082119941711426
5;0.6145363450050354
6;0.6245803833007812
7;0.6076991558074951
8;0.6095952391624451
9;0.6066049337387085
0;0.9426789879798889
1;0.615567684173584
2;0.6200760006904602
3;0.6248294711112976
4;0.6171344518661499
5;0.6155271530151367
6;0.6168338656425476
7;0.614509105682373
8;0.6145616173744202
9;0.6256796717643738
0;0.8031026721000671
1;0.6358192563056946
2;0.6356478929519653
3;0.6430116295814514
4;0.6376141905784607
5;0.6397494077682495
6;0.6501033902168274
7;0.643012523651123
8;0.6380106210708618
9;0.6373642683029175
0;0.5819463729858398
1;0.5824624300003052
2;0.5800658464431763
3;0.578321099281311
4;0.582798957824707
5;0.5817157626152039
6;0.5818936228752136
7;0.5849027037620544
8;0.5813610553741455
9;0.5822940468788147
0;0.6470608115196228
1;0.659457266330719
2;0.6538148522377014
3;0.6502395272254944
4;0.6547773480415344
5;0.6509222984313965
6;0.6678289771080017
7;0.6572508811950684
8;0.654796838760376
9;0.6508533358573914
0;0.6530877351760864
1;0.6439369320869446
2;0.660724937915802
3;0.6612145304679871
4;0.6570661664009094
5;0.6506977677345276
6;0.6569507718086243
7;0.6626689434051514
8;0.6589276790618896
9;0.6572012901306152
0;0.6026701927185059
1;0.605118453502655
2;0.5968774557113647
3;0.6012312173843384
4;0.5978705883026123
5;0.599799394607544
6;0.6011765599250793
7;0.6066488027572632
8;0.6020169258117676
9;0.6050840020179749
0;0.606502890586853
1;0.601369321346283
2;0.5953994989395142
3;0.6034632325172424
4;0.6017245054244995
5;0.6030830144882202
6;0.6048445701599121
7;0.6044889688491821
8;0.599138617515564
9;0.6070390939712524
0;0.5878487229347229
1;0.5891864895820618
2;0.5839363932609558
3;0.5848173499107361
4;0.5869630575180054
5;0.5824887752532959
6;0.5851482152938843
7;0.5876467227935791
8;0.5863696932792664
9;0.5858484506607056
0;0.6486070156097412
1;0.6640778183937073
2;0.6544661521911621
3;0.6556450128555298
4;0.6566950678825378
5;0.6663440465927124
6;0.6584020256996155
7;0.6662709712982178
8;0.6539624333381653
9;0.6689910292625427
0;0.6529400944709778
1;0.6515731811523438
2;0.6290403604507446
3;0.6326516270637512
4;0.6468974947929382
5;0.6332404017448425
6;0.644677996635437
7;0.6413026452064514
8;0.6309677362442017
9;0.6402386426925659
0;0.617540180683136
1;0.6075206398963928
2;0.6130627989768982
3;0.6059698462486267
4;0.6078488826751709
5;0.6105658411979675
6;0.6060337424278259
7;0.6205926537513733
8;0.612691342830658
9;0.6101442575454712
0;0.623117983341217
1;0.6293537020683289
2;0.6300584077835083
3;0.6232720017433167
4;0.6273123025894165
5;0.6369181275367737
6;0.6292093396186829
7;0.6293059587478638
8;0.6231310963630676
9;0.6254588961601257
0;0.5783848762512207
1;0.5755945444107056
2;0.584299623966217
3;0.5847477912902832
4;0.5805994868278503
5;0.578092098236084
6;0.5833709239959717
7;0.5815635919570923
8;0.5836213231086731
9;0.5774884223937988
0;0.5685197710990906
1;0.57118159532547
2;0.5691829323768616
3;0.569552481174469
4;0.5703778266906738
5;0.570186972618103
6;0.568457841873169
7;0.5704084038734436
8;0.5695013999938965
9;0.5692892670631409
0;0.5683706402778625
1;0.5684865713119507
2;0.5713174939155579
3;0.568583071231842
4;0.5677533745765686
5;0.5679917335510254
6;0.5677445530891418
7;0.5673482418060303
8;0.5679667592048645
9;0.5703036785125732
0;0.5984676480293274
1;0.5952435731887817
2;0.5995893478393555
3;0.5958366990089417
4;0.592061460018158
5;0.5927284955978394
6;0.5969439744949341
7;0.599952220916748
8;0.5962440967559814
9;0.599340558052063
0;0.5804598927497864
1;0.5797936320304871
2;0.5775834918022156
3;0.5780154466629028
4;0.5755615830421448
5;0.5747193098068237
6;0.5770162343978882
7;0.5824406743049622
8;0.5807417035102844
0;0.6291160583496094
1;0.6146693229675293
2;0.626036524772644
3;0.6133584976196289
4;0.6148946285247803
5;0.6174694299697876
6;0.618219792842865
7;0.6215481758117676
8;0.6273219585418701
9;0.6192474365234375
0;0.6514163017272949
1;0.650166928768158
2;0.6594377160072327
3;0.653552770614624
4;0.6599078178405762
5;0.6619858741760254
6;0.6448186039924622
7;0.6622925400733948
8;0.666029155254364
9;0.6408333778381348
0;0.6373891234397888
1;0.6299095153808594
2;0.6281965970993042
3;0.6374763250350952
4;0.6375724077224731
5;0.6443755626678467
6;0.6338201761245728
7;0.6373262405395508
8;0.635855495929718
9;0.6372678279876709
0;0.6168290972709656
1;0.6149615049362183
2;0.627364456653595
3;0.61348557472229
4;0.6241602301597595
5;0.6222769021987915
6;0.6172930598258972
7;0.612886905670166
8;0.6151706576347351
9;0.6199321150779724
0;0.6640146970748901
1;0.6676013469696045
2;0.6636319160461426
3;0.6699528694152832
4;0.6552290916442871
5;0.6599591970443726
6;0.6705349683761597
7;0.6530277729034424
8;0.6557396054267883
9;0.6626026034355164
0;0.6177778840065002
1;0.6183205842971802
2;0.6093289852142334
3;0.6082303524017334
4;0.6153864860534668
5;0.6192164421081543
6;0.6166711449623108
7;0.6179146766662598
8;0.6179813146591187
9;0.6220769286155701
0;0.5639619827270508
1;0.5641944408416748
2;0.56474769115448
3;0.5634036064147949
4;0.5641075968742371
5;0.5636674761772156
6;0.5631213784217834
7;0.5645707845687866
8;0.5630040168762207
9;0.5638701319694519
0;0.6258612275123596
1;0.633587658405304
2;0.6202648878097534
3;0.6324463486671448
4;0.6214989423751831
5;0.620730996131897
6;0.6136404275894165
7;0.6250792145729065
8;0.6268333196640015
9;0.6224545836448669
0;0.5732892751693726
1;0.5786659717559814
2;0.5775473117828369
3;0.5748509764671326
4;0.5792787671089172
5;0.5728711485862732
6;0.578392505645752
7;0.5753970146179199
8;0.57513827085495
9;0.576748788356781
0;0.5633500218391418
1;0.5646858215332031
2;0.5636715292930603
3;0.5638213157653809
4;0.5635167360305786
5;0.564113974571228
6;0.5645785331726074
7;0.5640417337417603
8;0.5641469359397888
9;0.5637627243995667
0;0.57757568359375
1;0.5762221813201904
2;0.5753276348114014
3;0.5768877863883972
4;0.5771868824958801
5;0.5789852142333984
6;0.5755962133407593
7;0.5764915347099304
8;0.5772936344146729
9;0.5790936350822449
0;0.6449230909347534
1;0.6438677906990051
2;0.6318219900131226
3;0.6435326337814331
4;0.6395626068115234
5;0.6380194425582886
6;0.6391348242759705
7;0.6381155848503113
8;0.6450480222702026
9;0.643959105014801
0;0.5932896137237549
1;0.5926799178123474
2;0.5947107076644897
3;0.587420642375946
4;0.5946823358535767
5;0.5847750902175903
6;0.5942564010620117
7;0.5879446864128113
8;0.5916232466697693
9;0.5930280685424805
0;0.6559535264968872
1;0.6579978466033936
2;0.6524958610534668
3;0.645467221736908
4;0.6453295350074768
5;0.6585303544998169
6;0.6431530714035034
7;0.6427018046379089
8;0.6621463894844055
9;0.6558151245117188
0;0.5805425047874451
1;0.5814957618713379
0;0.2588602602481842
1;0.2259228229522705
2;0.24552735686302185
3;0.22851817309856415
4;0.23468533158302307
5;0.23715271055698395
6;0.18399862945079803
7;0.15642252564430237
8;0.409917950630188
9;0.3749643862247467
0;0.5942071676254272
1;0.5808080434799194
2;0.5776209831237793
3;0.577351987361908
4;0.5780121088027954
5;0.5775368213653564
6;0.5769257545471191
7;0.5796979665756226
8;0.5812204480171204
9;0.579780638217926
0;0.6122503280639648
1;0.6220380663871765
2;0.6288675665855408
3;0.6278612613677979
4;0.6173453330993652
5;0.6305304169654846
6;0.6251469254493713
7;0.6302938461303711
8;0.6260007619857788
9;0.6227587461471558
0;0.6045356392860413
1;0.6048421859741211
2;0.6107174158096313
3;0.6080199480056763
4;0.609073281288147
5;0.6057565212249756
6;0.5994921922683716
7;0.6048510670661926
8;0.6031266450881958
9;0.6165459752082825
0;0.6440587043762207
1;0.6422571539878845
2;0.6405137777328491
3;0.652667224407196
4;0.6463080644607544
5;0.6502870321273804
6;0.6409114003181458
7;0.6381440758705139
8;0.643055260181427
9;0.6358744502067566
0;0.5758628249168396
1;0.5752369165420532
2;0.5723567008972168
3;0.5776116251945496
4;0.5732216835021973
5;0.5721368193626404
6;0.5784943699836731
7;0.5766491889953613
8;0.5719779133796692
9;0.5749334096908569
0;0.5770127177238464
1;0.5783683061599731
2;0.5766768455505371
3;0.5771486759185791
4;0.5791640281677246
5;0.5769180655479431
6;0.5770596861839294
7;0.5798821449279785
8;0.5786970853805542
9;0.5763170719146729
0;0.653378427028656
1;0.6465182900428772
2;0.6414320468902588
3;0.6468043923377991
4;0.6605017185211182
5;0.6488842964172363
6;0.6484429836273193
7;0.6524043083190918
8;0.654227077960968
9;0.6503374576568604
0;0.5972980856895447
1;0.5985211730003357
2;0.5953670740127563
3;0.5964080095291138
4;0.6001654267311096
5;0.5975738167762756
6;0.5927238464355469
7;0.596601665019989
8;0.5938369035720825
9;0.5918564796447754
0;0.5776397585868835
1;0.5776201486587524
2;0.5764245986938477
3;0.573672354221344
4;0.5761511325836182
5;0.5742678642272949
6;0.5756371021270752
7;0.5754424333572388
8;0.5744758248329163
9;0.5772926807403564
0;0.5601521134376526
1;0.5586374402046204
2;0.559439480304718
3;0.5601250529289246
4;0.5603967905044556
5;0.5599157810211182
6;0.5605602264404297
7;0.5600051879882812
8;0.5601392984390259
9;0.560807466506958
0;0.5814669132232666
1;0.57918781042099
2;0.5801677703857422
3;0.5788269639015198
4;0.5796198844909668
5;0.5766268968582153
6;0.5777024626731873
7;0.578116774559021
8;0.5803690552711487
9;0.5777869820594788
0;0.6317576766014099
1;0.6207360029220581
2;0.6364060044288635
3;0.6299169063568115
4;0.6265130043029785
5;0.6169306635856628
6;0.6247305870056152
7;0.6239931583404541
8;0.6312618851661682
9;0.6213325262069702
0;0.6239823698997498
1;0.6184601783752441
2;0.6057112216949463
3;0.605555534362793
4;0.6178027391433716
5;0.6099026799201965
6;0.6021810173988342
7;0.6099570393562317
8;0.6123186945915222
9;0.6155046224594116
0;0.6397145986557007
1;0.6457765698432922
2;0.6409427523612976
3;0.6412252187728882
4;0.6422637701034546
5;0.6420083045959473
6;0.6461605429649353
7;0.6417237520217896
8;0.6519724130630493
9;0.6481012105941772
0;0.5746238827705383
1;0.570300817489624
2;0.5750780701637268
3;0.5738745927810669
4;0.5748141407966614
5;0.5757654309272766
6;0.5764859318733215
7;0.5720729231834412
8;0.577862560749054
9;0.5728903412818909
0;0.5755947232246399
1;0.5755586624145508
2;0.5771175026893616
3;0.5752952694892883
4;0.5784579515457153
5;0.5773405432701111
6;0.5775938630104065
7;0.5763044357299805
8;0.575728178024292
9;0.5752300024032593
0;0.6650210022926331
1;0.6510462760925293
2;0.6569602489471436
3;0.650884747505188
4;0.6507821679115295
5;0.6559283137321472
6;0.6667578816413879
7;0.6574931144714355
8;0.6542777419090271
9;0.65986567735672
0;0.5990074872970581
1;0.5972071886062622
2;0.6005511283874512
3;0.5919880867004395
4;0.5964815020561218
5;0.593780517578125
6;0.5977398753166199
7;0.5965068340301514
8;0.5990011692047119
9;0.5928001999855042
0;0.5764938592910767
1;0.5745179057121277
2;0.5758922696113586
3;0.5722024440765381
4;0.5753811001777649
5;0.5739067792892456
6;0.5727250576019287
7;0.5713891983032227
8;0.5742726922035217
9;0.5748562812805176
